datetime,open,high,low,close,volume
2026-04-08 05:00:00,4803.305,4843.505,4800.135,4827.275,1.55612
2026-04-08 06:00:00,4827.235,4839.575,4819.645,4819.695,1.77476
2026-04-08 07:00:00,4819.675,4821.105,4804.925,4813.045,1.54468
2026-04-08 08:00:00,4813.355,4819.555,4790.145,4793.585,1.64041
2026-04-08 09:00:00,4793.615,4806.405,4775.728,4782.798,1.68983
2026-04-08 10:00:00,4782.838,4795.805,4770.885,4782.298,1.5069
2026-04-08 11:00:00,4782.298,4802.655,4777.865,4798.138,1.68924
2026-04-08 12:00:00,4798.085,4807.005,4768.128,4799.325,2.1979
2026-04-08 13:00:00,4799.295,4806.405,4767.945,4777.295,3.74962
2026-04-08 14:00:00,4777.168,4791.565,4731.905,4735.845,4.77774
2026-04-08 15:00:00,4735.905,4762.865,4733.855,4756.205,2.96879
2026-04-08 16:00:00,4756.175,4765.298,4745.005,4760.098,2.81127
2026-04-08 17:00:00,4760.098,4764.115,4731.288,4733.745,2.32324
2026-04-08 18:00:00,4733.525,4744.335,4703.635,4705.105,2.59743
2026-04-08 19:00:00,4704.825,4731.698,4699.235,4730.465,2.04462
2026-04-08 20:00:00,4730.298,4731.975,4715.735,4715.835,0.73549
2026-04-08 22:00:00,4718.098,4732.525,4704.075,4717.085,2.10786
2026-04-08 23:00:00,4715.715,4719.795,4704.998,4715.215,1.12532
2026-04-09 00:00:00,4715.375,4718.885,4698.085,4706.515,1.42375
2026-04-09 01:00:00,4706.365,4728.125,4699.178,4727.155,2.12328
2026-04-09 02:00:00,4727.235,4732.595,4717.075,4718.825,1.12974
2026-04-09 03:00:00,4718.775,4720.065,4704.898,4711.165,1.2114
2026-04-09 04:00:00,4711.185,4725.038,4709.435,4720.505,0.7095
2026-04-09 05:00:00,4720.545,4726.375,4705.515,4712.705,1.31904
2026-04-09 06:00:00,4712.725,4724.995,4703.185,4712.125,2.09371
2026-04-09 07:00:00,4712.245,4730.995,4705.335,4724.065,1.93825
2026-04-09 08:00:00,4724.005,4733.095,4719.428,4726.025,1.26946
2026-04-09 09:00:00,4726.055,4733.375,4722.685,4728.938,0.99315
2026-04-09 10:00:00,4728.918,4746.445,4723.485,4740.838,1.08775
2026-04-09 11:00:00,4740.798,4757.465,4738.185,4756.335,1.24979
2026-04-09 12:00:00,4756.615,4759.385,4734.695,4745.665,1.88425
2026-04-09 13:00:00,4745.745,4777.015,4738.505,4764.048,3.49281
2026-04-09 14:00:00,4764.048,4775.935,4747.075,4768.545,3.1659
2026-04-09 15:00:00,4768.575,4797.855,4760.948,4792.515,3.06251
2026-04-09 16:00:00,4792.738,4800.695,4784.195,4788.595,2.04895
2026-04-09 17:00:00,4788.645,4801.015,4786.485,4797.525,1.66056
2026-04-09 18:00:00,4797.625,4797.765,4767.498,4771.785,2.12522
2026-04-09 19:00:00,4771.755,4782.385,4766.675,4768.665,1.49366
2026-04-09 20:00:00,4768.855,4773.135,4760.505,4763.345,0.5917
2026-04-09 22:00:00,4766.498,4779.285,4758.375,4763.838,0.61728
2026-04-09 23:00:00,4763.858,4764.065,4756.695,4763.435,0.60703
2026-04-10 00:00:00,4763.485,4763.485,4750.475,4762.745,0.96266
2026-04-10 01:00:00,4762.705,4777.035,4757.665,4764.335,1.60762
2026-04-10 02:00:00,4764.385,4765.235,4737.715,4752.925,1.49884
2026-04-10 03:00:00,4752.815,4769.235,4752.805,4766.355,1.28443
2026-04-10 04:00:00,4766.325,4770.525,4757.635,4758.255,0.59509
2026-04-10 05:00:00,4758.315,4768.915,4756.928,4765.465,0.94653
2026-04-10 06:00:00,4765.505,4765.625,4742.655,4746.165,1.42693
2026-04-10 07:00:00,4745.725,4757.345,4741.045,4749.355,0.95061
2026-04-10 08:00:00,4749.385,4753.155,4730.205,4740.398,1.11118
2026-04-10 09:00:00,4740.735,4760.555,4740.545,4751.355,1.28884
2026-04-10 10:00:00,4751.335,4760.468,4742.095,4756.895,1.45856
2026-04-10 11:00:00,4756.915,4768.445,4753.025,4767.965,1.0976
2026-04-10 12:00:00,4768.115,4782.315,4759.565,4771.565,2.00606
2026-04-10 13:00:00,4771.615,4779.875,4764.615,4774.405,2.57346
2026-04-10 14:00:00,4775.015,4794.765,4766.868,4774.418,3.33423
2026-04-10 15:00:00,4774.418,4787.195,4755.245,4761.898,3.45365
2026-04-10 16:00:00,4761.875,4765.785,4747.105,4763.525,2.37955
2026-04-10 17:00:00,4763.605,4768.405,4757.715,4760.155,1.54779
